a,b,cat_a,cat_b,same_cat,spread_std,drift_d2_d4,in_sample_pnl,in_sample_n,oos_d4_pnl,oos_d4_n,oos_d4_w,oos_winrate,robustness
SLEEP_POD_LAMB_WOOL,ROBOT_VACUUMING,SLEEP_POD,ROBOT,0,758.1166448835313,2533.0,-4750.0,22,5.0,6,4,0.6666666666666666,-0.0010526315789473684
SLEEP_POD_LAMB_WOOL,ROBOT_MOPPING,SLEEP_POD,ROBOT,0,780.1302429960224,-779.5,-630.0,23,7035.0,9,4,0.4444444444444444,-2.0
SLEEP_POD_LAMB_WOOL,ROBOT_DISHES,SLEEP_POD,ROBOT,0,694.592674600877,-392.0,15500.0,29,-3880.0,7,3,0.42857142857142855,-0.2503225806451613
SLEEP_POD_LAMB_WOOL,ROBOT_LAUNDRY,SLEEP_POD,ROBOT,0,847.4617537893179,1553.5,-16810.0,22,11500.0,12,9,0.75,-0.6841165972635336
SLEEP_POD_LAMB_WOOL,ROBOT_IRONING,SLEEP_POD,ROBOT,0,981.3512324680516,2978.0,-2675.0,28,4240.0,11,7,0.6363636363636364,-1.5850467289719625
SLEEP_POD_LAMB_WOOL,UV_VISOR_YELLOW,SLEEP_POD,UV_VISOR,0,982.8856576196434,737.0,-2670.0,28,-7170.0,9,6,0.6666666666666666,2.6853932584269664
SLEEP_POD_LAMB_WOOL,UV_VISOR_AMBER,SLEEP_POD,UV_VISOR,0,1082.9358680439557,3678.0,13875.0,30,8545.0,12,8,0.6666666666666666,0.6158558558558559
SLEEP_POD_LAMB_WOOL,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,0,677.0456480472717,1467.5,-225.0,25,-6195.0,9,6,0.6666666666666666,5.0
SLEEP_POD_LAMB_WOOL,UV_VISOR_RED,SLEEP_POD,UV_VISOR,0,544.7569926029853,-914.5,30060.0,29,16320.0,13,11,0.8461538461538461,0.5429141716566867
SLEEP_POD_LAMB_WOOL,UV_VISOR_MAGENTA,SLEEP_POD,UV_VISOR,0,803.00047256852,-723.5,14505.0,34,10570.0,13,10,0.7692307692307693,0.7287142364701827
SLEEP_POD_LAMB_WOOL,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,0,661.0337687011954,2379.0,42280.0,43,7540.0,14,12,0.8571428571428571,0.1783349101229896
SLEEP_POD_LAMB_WOOL,TRANSLATOR_ASTRO_BLACK,SLEEP_POD,TRANSLATOR,0,635.1011583570743,1844.5,-5395.0,22,7915.0,11,8,0.7272727272727273,-1.4670991658943466
SLEEP_POD_LAMB_WOOL,TRANSLATOR_ECLIPSE_CHARCOAL,SLEEP_POD,TRANSLATOR,0,691.6165696756926,1083.5,-16480.0,21,2860.0,10,7,0.7,-0.17354368932038836
SLEEP_POD_LAMB_WOOL,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,0,627.6572302957501,1015.5,-8315.0,22,-4580.0,9,7,0.7777777777777778,0.5508117859290439
SLEEP_POD_LAMB_WOOL,TRANSLATOR_VOID_BLUE,SLEEP_POD,TRANSLATOR,0,764.0207262808078,-756.0,-2445.0,25,10845.0,10,8,0.8,-2.0
SLEEP_POD_LAMB_WOOL,PANEL_1X2,SLEEP_POD,PANEL,0,479.2204604967426,1112.0,28220.0,33,8770.0,13,8,0.6153846153846154,0.31077250177179305
SLEEP_POD_LAMB_WOOL,PANEL_2X2,SLEEP_POD,PANEL,0,906.3253516985792,1415.0,11220.0,35,9910.0,15,12,0.8,0.8832442067736186
SLEEP_POD_LAMB_WOOL,PANEL_1X4,SLEEP_POD,PANEL,0,1049.2313189775916,1580.5,-11395.0,24,1700.0,10,6,0.6,-0.1491882404563405
SLEEP_POD_LAMB_WOOL,PANEL_2X4,SLEEP_POD,PANEL,0,696.0538642895358,-1545.5,26740.0,35,10070.0,15,11,0.7333333333333333,0.3765893792071803
SLEEP_POD_LAMB_WOOL,PANEL_4X4,SLEEP_POD,PANEL,0,591.5053048432145,1679.5,-3050.0,29,-14905.0,8,5,0.625,4.886885245901639
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,830.5927893366273,1257.5,-8660.0,26,6865.0,11,7,0.6363636363636364,-0.7927251732101617
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,484.6889381440634,1388.0,12435.0,27,4045.0,9,7,0.7777777777777778,0.3252915158825895
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_MINT,SLEEP_POD,OXYGEN_SHAKE,0,732.6656236631634,653.0,290.0,28,-5715.0,10,6,0.6,-2.0
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_CHOCOLATE,SLEEP_POD,OXYGEN_SHAKE,0,572.4613096897115,94.0,9300.0,29,9000.0,12,9,0.75,0.967741935483871
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_GARLIC,SLEEP_POD,OXYGEN_SHAKE,0,972.2706027050962,-3078.0,9270.0,27,15385.0,13,10,0.7692307692307693,1.6596548004314995
SLEEP_POD_LAMB_WOOL,SNACKPACK_CHOCOLATE,SLEEP_POD,SNACKPACK,0,511.24499432659053,1146.0,10045.0,29,-2450.0,8,4,0.5,-0.24390243902439024
SLEEP_POD_LAMB_WOOL,SNACKPACK_VANILLA,SLEEP_POD,SNACKPACK,0,393.61907793928236,483.0,21925.0,36,21965.0,18,15,0.8333333333333334,1.001824401368301
SLEEP_POD_LAMB_WOOL,SNACKPACK_PISTACHIO,SLEEP_POD,SNACKPACK,0,492.62826272470403,1695.0,7450.0,29,3265.0,10,7,0.7,0.438255033557047
SLEEP_POD_LAMB_WOOL,SNACKPACK_STRAWBERRY,SLEEP_POD,SNACKPACK,0,578.2923385926762,-93.5,6835.0,29,2965.0,10,7,0.7,0.4337966349670812
SLEEP_POD_LAMB_WOOL,SNACKPACK_RASPBERRY,SLEEP_POD,SNACKPACK,0,397.92337384125955,507.5,11865.0,27,4765.0,10,8,0.8,0.40160134850400336
SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD,SLEEP_POD,1,953.1242286274752,1235.0,18260.0,32,6560.0,13,11,0.8461538461538461,0.3592552026286966
SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,SLEEP_POD,SLEEP_POD,1,473.91176288162166,555.5,40160.0,34,13625.0,11,8,0.7272727272727273,0.3392679282868526
SLEEP_POD_POLYESTER,MICROCHIP_CIRCLE,SLEEP_POD,MICROCHIP,0,1103.3911312741984,1581.0,4830.0,28,2705.0,12,8,0.6666666666666666,0.5600414078674948
SLEEP_POD_POLYESTER,MICROCHIP_OVAL,SLEEP_POD,MICROCHIP,0,2413.8328041050563,6450.5,9120.0,27,11935.0,14,12,0.8571428571428571,1.3086622807017543
SLEEP_POD_POLYESTER,MICROCHIP_SQUARE,SLEEP_POD,MICROCHIP,0,1076.3940830731917,-1663.5,25780.0,28,20045.0,11,8,0.7272727272727273,0.7775407292474786
SLEEP_POD_POLYESTER,MICROCHIP_RECTANGLE,SLEEP_POD,MICROCHIP,0,1623.745697781349,3197.5,-4690.0,24,5775.0,13,11,0.8461538461538461,-1.2313432835820894
SLEEP_POD_POLYESTER,MICROCHIP_TRIANGLE,SLEEP_POD,MICROCHIP,0,1634.92379803932,4028.0,61360.0,45,49475.0,28,27,0.9642857142857143,0.8063070404172099
SLEEP_POD_POLYESTER,PEBBLES_XS,SLEEP_POD,PEBBLES,0,2363.9262782736973,5931.5,9910.0,30,13905.0,14,11,0.7857142857142857,1.4031281533804238
SLEEP_POD_POLYESTER,PEBBLES_S,SLEEP_POD,PEBBLES,0,1698.8195595286804,3903.0,37370.0,36,14290.0,13,10,0.7692307692307693,0.38239229328338237
SLEEP_POD_POLYESTER,PEBBLES_M,SLEEP_POD,PEBBLES,0,765.983691574226,1267.5,43060.0,42,12415.0,12,9,0.75,0.28831862517417556
SLEEP_POD_POLYESTER,PEBBLES_L,SLEEP_POD,PEBBLES,0,904.3022820678929,2843.5,49725.0,38,34745.0,21,20,0.9523809523809523,0.6987430869783811
SLEEP_POD_POLYESTER,PEBBLES_XL,SLEEP_POD,PEBBLES,0,1308.0291734687466,-4098.5,-4740.0,26,-2400.0,10,8,0.8,0.5063291139240507
SLEEP_POD_POLYESTER,ROBOT_VACUUMING,SLEEP_POD,ROBOT,0,1440.8430033479146,3694.5,21630.0,29,21160.0,11,11,1.0,0.9782709200184928
SLEEP_POD_POLYESTER,ROBOT_MOPPING,SLEEP_POD,ROBOT,0,697.4132820416598,382.0,5470.0,26,7765.0,10,9,0.9,1.4195612431444242
SLEEP_POD_POLYESTER,ROBOT_DISHES,SLEEP_POD,ROBOT,0,677.353769521066,769.5,42140.0,32,27490.0,16,14,0.875,0.6523493118177504
SLEEP_POD_POLYESTER,ROBOT_LAUNDRY,SLEEP_POD,ROBOT,0,1486.7620404560726,2715.0,-550.0,27,-10.0,9,7,0.7777777777777778,0.01818181818181818
SLEEP_POD_POLYESTER,ROBOT_IRONING,SLEEP_POD,ROBOT,0,1638.9933048383284,4139.5,-2440.0,27,13560.0,12,10,0.8333333333333334,-2.0
SLEEP_POD_POLYESTER,UV_VISOR_YELLOW,SLEEP_POD,UV_VISOR,0,1042.5117853338447,1898.5,35675.0,36,385.0,10,7,0.7,0.01079187105816398
SLEEP_POD_POLYESTER,UV_VISOR_AMBER,SLEEP_POD,UV_VISOR,0,1945.0472423724254,4839.5,-5770.0,32,3760.0,15,12,0.8,-0.6516464471403813
SLEEP_POD_POLYESTER,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,0,720.0254559071243,2629.0,22315.0,28,19950.0,13,11,0.8461538461538461,0.8940174770333856
SLEEP_POD_POLYESTER,UV_VISOR_RED,SLEEP_POD,UV_VISOR,0,822.5361634593331,247.0,34430.0,29,17790.0,11,9,0.8181818181818182,0.5167005518443218
SLEEP_POD_POLYESTER,UV_VISOR_MAGENTA,SLEEP_POD,UV_VISOR,0,550.0626028682531,438.0,19185.0,29,9335.0,11,10,0.9090909090909091,0.4865780557727391
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,0,1279.8482948632866,3540.5,13995.0,31,6350.0,12,9,0.75,0.45373347624151483
SLEEP_POD_POLYESTER,TRANSLATOR_ASTRO_BLACK,SLEEP_POD,TRANSLATOR,0,1338.5951117530471,3006.0,28740.0,33,16005.0,13,12,0.9230769230769231,0.5568893528183716
SLEEP_POD_POLYESTER,TRANSLATOR_ECLIPSE_CHARCOAL,SLEEP_POD,TRANSLATOR,0,922.5120153218217,2245.0,40430.0,35,22765.0,15,14,0.9333333333333333,0.563071976255256
SLEEP_POD_POLYESTER,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,0,789.3935396773877,2177.0,43125.0,41,26205.0,19,17,0.8947368421052632,0.6076521739130435
SLEEP_POD_POLYESTER,TRANSLATOR_VOID_BLUE,SLEEP_POD,TRANSLATOR,0,652.7711838541791,405.5,25285.0,30,10195.0,13,11,0.8461538461538461,0.4032034803243029
SLEEP_POD_POLYESTER,PANEL_1X2,SLEEP_POD,PANEL,0,1226.2726041967974,2273.5,-1310.0,26,495.0,10,6,0.6,-0.37786259541984735
SLEEP_POD_POLYESTER,PANEL_2X2,SLEEP_POD,PANEL,0,1469.948300520577,2576.5,8250.0,33,-5930.0,8,6,0.75,-0.7187878787878788
SLEEP_POD_POLYESTER,PANEL_1X4,SLEEP_POD,PANEL,0,1642.3373975921904,2742.0,5410.0,28,4485.0,14,11,0.7857142857142857,0.8290203327171903
SLEEP_POD_POLYESTER,PANEL_2X4,SLEEP_POD,PANEL,0,654.037126445076,-384.0,15295.0,29,10405.0,13,9,0.6923076923076923,0.6802876757110167
SLEEP_POD_POLYESTER,PANEL_4X4,SLEEP_POD,PANEL,0,1039.7734490074427,2841.0,18845.0,30,1900.0,9,5,0.5555555555555556,0.10082249933669409
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,1490.9163541612834,2419.0,11385.0,30,11910.0,12,9,0.75,1.0461133069828723
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,1040.9160010229439,2549.5,15985.0,29,13825.0,13,11,0.8461538461538461,0.8648733187363153
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_MINT,SLEEP_POD,OXYGEN_SHAKE,0,1259.5965692986183,1814.5,2280.0,28,-6310.0,9,6,0.6666666666666666,-2.0
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_CHOCOLATE,SLEEP_POD,OXYGEN_SHAKE,0,954.2141913730375,1255.5,16395.0,30,3985.0,12,9,0.75,0.24306190911863373
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_GARLIC,SLEEP_POD,OXYGEN_SHAKE,0,696.6389081484514,-1916.5,14045.0,34,5380.0,11,7,0.6363636363636364,0.38305446778212887
SLEEP_POD_POLYESTER,SNACKPACK_CHOCOLATE,SLEEP_POD,SNACKPACK,0,1101.386934149625,2307.5,26580.0,35,24800.0,20,18,0.9,0.9330323551542513
SLEEP_POD_POLYESTER,SNACKPACK_VANILLA,SLEEP_POD,SNACKPACK,0,942.0543722868122,1644.5,19955.0,30,22975.0,17,14,0.8235294117647058,1.151340516161363
SLEEP_POD_POLYESTER,SNACKPACK_PISTACHIO,SLEEP_POD,SNACKPACK,0,1105.8318478246133,2856.5,26850.0,39,27990.0,25,22,0.88,1.0424581005586593
SLEEP_POD_POLYESTER,SNACKPACK_STRAWBERRY,SLEEP_POD,SNACKPACK,0,682.4214936269208,1068.0,43560.0,43,29115.0,23,21,0.9130434782608695,0.6683884297520661
SLEEP_POD_POLYESTER,SNACKPACK_RASPBERRY,SLEEP_POD,SNACKPACK,0,1013.9853017419696,1669.0,12270.0,27,11415.0,11,9,0.8181818181818182,0.9303178484107579
SLEEP_POD_NYLON,SLEEP_POD_COTTON,SLEEP_POD,SLEEP_POD,1,829.3453219996521,-679.5,13185.0,25,-640.0,9,6,0.6666666666666666,-0.04854000758437618
SLEEP_POD_NYLON,MICROCHIP_CIRCLE,SLEEP_POD,MICROCHIP,0,438.1205182632815,346.0,22315.0,30,12215.0,12,9,0.75,0.547389648218687
SLEEP_POD_NYLON,MICROCHIP_OVAL,SLEEP_POD,MICROCHIP,0,1949.503955380576,5215.5,-25355.0,18,-18570.0,5,3,0.6,0.7323999211200947
SLEEP_POD_NYLON,MICROCHIP_SQUARE,SLEEP_POD,MICROCHIP,0,1796.7049335068336,-2898.5,11345.0,28,-2050.0,10,7,0.7,-0.18069634200088144
SLEEP_POD_NYLON,MICROCHIP_RECTANGLE,SLEEP_POD,MICROCHIP,0,985.1301115529459,1962.5,26510.0,35,9255.0,13,10,0.7692307692307693,0.34911354205960016
SLEEP_POD_NYLON,MICROCHIP_TRIANGLE,SLEEP_POD,MICROCHIP,0,1274.39459477254,2793.0,18685.0,30,12210.0,14,12,0.8571428571428571,0.6534653465346535
SLEEP_POD_NYLON,PEBBLES_XS,SLEEP_POD,PEBBLES,0,1723.699160350831,4696.5,26225.0,32,11185.0,12,9,0.75,0.4265014299332698
SLEEP_POD_NYLON,PEBBLES_S,SLEEP_POD,PEBBLES,0,1215.2120806808327,2668.0,24180.0,32,760.0,10,7,0.7,0.03143093465674111
SLEEP_POD_NYLON,PEBBLES_M,SLEEP_POD,PEBBLES,0,542.9542689689619,32.5,24415.0,30,-1035.0,9,5,0.5555555555555556,-0.04239197214826951
SLEEP_POD_NYLON,PEBBLES_L,SLEEP_POD,PEBBLES,0,793.1682803645136,1608.5,1500.0,29,-1145.0,12,11,0.9166666666666666,-0.7633333333333333
SLEEP_POD_NYLON,PEBBLES_XL,SLEEP_POD,PEBBLES,0,1653.4836284879782,-5333.5,20420.0,30,13875.0,12,9,0.75,0.6794809010773751
SLEEP_POD_NYLON,ROBOT_VACUUMING,SLEEP_POD,ROBOT,0,932.0985532485214,2459.5,6125.0,27,3415.0,11,8,0.7272727272727273,0.5575510204081633
SLEEP_POD_NYLON,ROBOT_MOPPING,SLEEP_POD,ROBOT,0,672.5119055547559,-853.0,11320.0,30,5680.0,12,9,0.75,0.5017667844522968
SLEEP_POD_NYLON,ROBOT_DISHES,SLEEP_POD,ROBOT,0,509.9059489172707,-465.5,39005.0,34,19300.0,12,12,1.0,0.49480835790283295
SLEEP_POD_NYLON,ROBOT_LAUNDRY,SLEEP_POD,ROBOT,0,1046.0714217897594,1480.0,3005.0,25,1915.0,9,6,0.6666666666666666,0.6372712146422629
SLEEP_POD_NYLON,ROBOT_IRONING,SLEEP_POD,ROBOT,0,1163.1186016000447,2904.5,13930.0,30,4610.0,9,7,0.7777777777777778,0.33094041636755206
SLEEP_POD_NYLON,UV_VISOR_YELLOW,SLEEP_POD,UV_VISOR,0,1087.6545101204547,663.5,-8165.0,26,-7925.0,9,7,0.7777777777777778,0.9706062461726883
SLEEP_POD_NYLON,UV_VISOR_AMBER,SLEEP_POD,UV_VISOR,0,1279.6975847014662,3604.5,20940.0,31,-310.0,9,5,0.5555555555555556,-0.014804202483285577
SLEEP_POD_NYLON,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,0,665.2209410985276,1394.0,7350.0,28,605.0,13,11,0.8461538461538461,0.08231292517006802
SLEEP_POD_NYLON,UV_VISOR_RED,SLEEP_POD,UV_VISOR,0,389.1990624645693,-988.0,36905.0,33,16515.0,11,10,0.9090909090909091,0.44750033870749223
SLEEP_POD_NYLON,UV_VISOR_MAGENTA,SLEEP_POD,UV_VISOR,0,722.6269070688476,-797.0,-7275.0,23,-8865.0,8,3,0.375,1.2185567010309277
SLEEP_POD_NYLON,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,0,868.8625015667706,2305.5,12735.0,28,-7330.0,6,3,0.5,-0.5755791126815861
SLEEP_POD_NYLON,TRANSLATOR_ASTRO_BLACK,SLEEP_POD,TRANSLATOR,0,774.7356939015439,1771.0,15605.0,27,9425.0,10,7,0.7,0.6039730855495034
SLEEP_POD_NYLON,TRANSLATOR_ECLIPSE_CHARCOAL,SLEEP_POD,TRANSLATOR,0,738.0096618000334,1010.0,7145.0,27,11505.0,13,11,0.8461538461538461,1.6102169349195241
SLEEP_POD_NYLON,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,0,581.1036292524365,942.0,15480.0,30,1035.0,12,9,0.75,0.06686046511627906
SLEEP_POD_NYLON,TRANSLATOR_VOID_BLUE,SLEEP_POD,TRANSLATOR,0,728.7344105256814,-829.5,3280.0,24,6710.0,9,6,0.6666666666666666,2.0457317073170733
SLEEP_POD_NYLON,PANEL_1X2,SLEEP_POD,PANEL,0,406.27382347590503,1038.5,24650.0,28,11600.0,11,10,0.9090909090909091,0.47058823529411764
SLEEP_POD_NYLON,PANEL_2X2,SLEEP_POD,PANEL,0,1085.791899801361,1341.5,18555.0,37,4690.0,14,11,0.7857142857142857,0.25276205874427377
SLEEP_POD_NYLON,PANEL_1X4,SLEEP_POD,PANEL,0,1224.0705979436796,1507.0,-10140.0,26,10210.0,14,11,0.7857142857142857,-1.0069033530571991
SLEEP_POD_NYLON,PANEL_2X4,SLEEP_POD,PANEL,0,552.3808290405208,-1619.0,35145.0,34,15045.0,12,11,0.9166666666666666,0.4280836534357661
SLEEP_POD_NYLON,PANEL_4X4,SLEEP_POD,PANEL,0,647.0929246039113,1606.0,-3040.0,23,-13540.0,7,1,0.14285714285714285,4.453947368421052
SLEEP_POD_NYLON,OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,1023.3116970840571,1184.0,-15675.0,24,4290.0,11,9,0.8181818181818182,-0.2736842105263158
SLEEP_POD_NYLON,OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,489.3153150407334,1314.5,17720.0,28,6955.0,11,10,0.9090909090909091,0.39249435665914223
SLEEP_POD_NYLON,OXYGEN_SHAKE_MINT,SLEEP_POD,OXYGEN_SHAKE,0,860.0932312441676,579.5,13945.0,27,-6670.0,7,4,0.5714285714285714,-0.47830763714593044
SLEEP_POD_NYLON,OXYGEN_SHAKE_CHOCOLATE,SLEEP_POD,OXYGEN_SHAKE,0,380.6117044577219,20.5,25365.0,31,11320.0,10,8,0.8,0.44628424995071947
SLEEP_POD_NYLON,OXYGEN_SHAKE_GARLIC,SLEEP_POD,OXYGEN_SHAKE,0,821.5208060324218,-3151.5,4600.0,31,2615.0,8,4,0.5,0.5684782608695652
SLEEP_POD_NYLON,SNACKPACK_CHOCOLATE,SLEEP_POD,SNACKPACK,0,635.4632304396741,1072.5,21905.0,35,890.0,8,5,0.625,0.04062999315224834
SLEEP_POD_NYLON,SNACKPACK_VANILLA,SLEEP_POD,SNACKPACK,0,455.5807476170644,409.5,15705.0,30,6060.0,12,10,0.8333333333333334,0.3858643744030564
SLEEP_POD_NYLON,SNACKPACK_PISTACHIO,SLEEP_POD,SNACKPACK,0,614.0939161812663,1621.5,16525.0,35,10950.0,18,17,0.9444444444444444,0.6626323751891074
SLEEP_POD_NYLON,SNACKPACK_STRAWBERRY,SLEEP_POD,SNACKPACK,0,540.5575771264294,-167.0,18935.0,32,12700.0,15,13,0.8666666666666667,0.6707156060205968
SLEEP_POD_NYLON,SNACKPACK_RASPBERRY,SLEEP_POD,SNACKPACK,0,523.8039458993699,434.0,19820.0,26,5995.0,12,9,0.75,0.3024722502522704
SLEEP_POD_COTTON,MICROCHIP_CIRCLE,SLEEP_POD,MICROCHIP,0,1036.584088120978,1025.5,-18210.0,20,-16625.0,8,5,0.625,0.9129599121361889
SLEEP_POD_COTTON,MICROCHIP_OVAL,SLEEP_POD,MICROCHIP,0,2314.470025789008,5895.0,-21915.0,20,-5365.0,9,6,0.6666666666666666,0.24480949121606205
SLEEP_POD_COTTON,MICROCHIP_SQUARE,SLEEP_POD,MICROCHIP,0,1290.436475288325,-2219.0,19000.0,28,8275.0,11,8,0.7272727272727273,0.4355263157894737
SLEEP_POD_COTTON,MICROCHIP_RECTANGLE,SLEEP_POD,MICROCHIP,0,1482.1842234972075,2642.0,2865.0,28,3655.0,10,8,0.8,1.2757417102966842
SLEEP_POD_COTTON,MICROCHIP_TRIANGLE,SLEEP_POD,MICROCHIP,0,1563.3244228026867,3472.5,16235.0,28,4775.0,10,7,0.7,0.29411764705882354
SLEEP_POD_COTTON,PEBBLES_XS,SLEEP_POD,PEBBLES,0,2215.59906233454,5376.0,-6040.0,24,-10785.0,9,6,0.6666666666666666,1.7855960264900663
SLEEP_POD_COTTON,PEBBLES_S,SLEEP_POD,PEBBLES,0,1584.6742625476734,3347.5,15050.0,32,-2315.0,10,7,0.7,-0.15382059800664452
SLEEP_POD_COTTON,PEBBLES_M,SLEEP_POD,PEBBLES,0,697.909394378229,712.0,6140.0,29,-14125.0,6,3,0.5,-2.0
SLEEP_POD_COTTON,PEBBLES_L,SLEEP_POD,PEBBLES,0,779.9450092454509,2288.0,10565.0,27,19980.0,14,12,0.8571428571428571,1.8911500236630383
SLEEP_POD_COTTON,PEBBLES_XL,SLEEP_POD,PEBBLES,0,1495.4018613516719,-4654.0,18445.0,30,2570.0,11,9,0.8181818181818182,0.13933315261588505
SLEEP_POD_COTTON,ROBOT_VACUUMING,SLEEP_POD,ROBOT,0,1330.287844424544,3139.0,12220.0,25,-7690.0,5,3,0.6,-0.6292962356792144
SLEEP_POD_COTTON,ROBOT_MOPPING,SLEEP_POD,ROBOT,0,549.5466005834224,-173.5,7965.0,21,-3885.0,8,5,0.625,-0.487758945386064
SLEEP_POD_COTTON,ROBOT_DISHES,SLEEP_POD,ROBOT,0,675.2297095501123,214.0,22775.0,30,-660.0,9,7,0.7777777777777778,-0.02897914379802415
SLEEP_POD_COTTON,ROBOT_LAUNDRY,SLEEP_POD,ROBOT,0,1422.4870846835581,2159.5,-2700.0,28,-17495.0,6,3,0.5,5.0
SLEEP_POD_COTTON,ROBOT_IRONING,SLEEP_POD,ROBOT,0,1560.4371861352329,3584.0,-13815.0,27,400.0,8,7,0.875,-0.028954035468693448
SLEEP_POD_COTTON,UV_VISOR_YELLOW,SLEEP_POD,UV_VISOR,0,1027.7906406541751,1343.0,285.0,21,-18400.0,6,3,0.5,-2.0
SLEEP_POD_COTTON,UV_VISOR_AMBER,SLEEP_POD,UV_VISOR,0,1803.156203273708,4284.0,-18485.0,23,-16930.0,7,5,0.7142857142857143,0.9158777387070598
SLEEP_POD_COTTON,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,0,657.6908207876029,2073.5,18775.0,30,19490.0,13,12,0.9230769230769231,1.0380825565912117
SLEEP_POD_COTTON,UV_VISOR_RED,SLEEP_POD,UV_VISOR,0,711.6414013482163,-308.5,20170.0,28,17660.0,13,12,0.9230769230769231,0.8755577590480912
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,SLEEP_POD,UV_VISOR,0,589.3884900184221,-117.5,17470.0,29,-13165.0,5,3,0.6,-0.7535775615340584
SLEEP_POD_COTTON,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,0,1174.4094794529688,2985.0,10555.0,32,-11300.0,7,5,0.7142857142857143,-1.0705826622453813
SLEEP_POD_COTTON,TRANSLATOR_ASTRO_BLACK,SLEEP_POD,TRANSLATOR,0,1178.9154407899491,2450.5,18920.0,28,1930.0,8,5,0.625,0.10200845665961945
SLEEP_POD_COTTON,TRANSLATOR_ECLIPSE_CHARCOAL,SLEEP_POD,TRANSLATOR,0,908.5769279917871,1689.5,6325.0,26,8870.0,11,7,0.6363636363636364,1.4023715415019762
SLEEP_POD_COTTON,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,0,670.7135548655027,1621.5,12535.0,28,-3280.0,8,5,0.625,-0.26166733147187876
SLEEP_POD_COTTON,TRANSLATOR_VOID_BLUE,SLEEP_POD,TRANSLATOR,0,700.835087877692,-150.0,3175.0,25,930.0,11,8,0.7272727272727273,0.2929133858267717
SLEEP_POD_COTTON,PANEL_1X2,SLEEP_POD,PANEL,0,1060.2274462060004,1718.0,-3335.0,25,-10605.0,7,3,0.42857142857142855,3.179910044977511
SLEEP_POD_COTTON,PANEL_2X2,SLEEP_POD,PANEL,0,1434.108564280281,2021.0,-28010.0,20,-21365.0,6,4,0.6666666666666666,0.7627632988218493
SLEEP_POD_COTTON,PANEL_1X4,SLEEP_POD,PANEL,0,1618.7992234305786,2186.5,-21610.0,23,-13160.0,8,5,0.625,0.6089773253123554
SLEEP_POD_COTTON,PANEL_2X4,SLEEP_POD,PANEL,0,632.7016833010902,-939.5,11060.0,27,-10960.0,7,3,0.42857142857142855,-0.9909584086799277
SLEEP_POD_COTTON,PANEL_4X4,SLEEP_POD,PANEL,0,869.2655808661566,2285.5,12960.0,28,1245.0,11,9,0.8181818181818182,0.09606481481481481
SLEEP_POD_COTTON,OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,1408.5620851045057,1863.5,-15525.0,20,-5910.0,7,4,0.5714285714285714,0.38067632850241545
SLEEP_POD_COTTON,OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD,OXYGEN_SHAKE,0,933.0856737747071,1994.0,-18330.0,20,-5070.0,7,4,0.5714285714285714,0.2765957446808511
SLEEP_POD_COTTON,OXYGEN_SHAKE_MINT,SLEEP_POD,OXYGEN_SHAKE,0,1265.3388227834419,1259.0,-18945.0,27,-32615.0,6,3,0.5,1.7215624175244129
